Subject_ID,acc
1,0.4419642857142857
2,0.375
3,0.25
6,0.33035714285714285
7,0.32142857142857145
9,0.25
12,0.32589285714285715
13,0.30357142857142855
14,0.29464285714285715
15,0.2857142857142857
16,0.2544642857142857
17,0.25
18,0.26339285714285715
19,0.23214285714285715
20,0.20089285714285715
21,0.35267857142857145
23,0.3794642857142857
27,0.22767857142857142
29,0.18303571428571427
33,0.5669642857142857
34,0.33482142857142855
35,0.26785714285714285
36,0.28125
37,0.21875
38,0.29017857142857145
39,0.22321428571428573
