Subject_ID,acc
1,0.26785714285714285
2,0.27232142857142855
3,0.28125
6,0.25892857142857145
7,0.26785714285714285
9,0.22767857142857142
12,0.36607142857142855
13,0.30357142857142855
14,0.26785714285714285
15,0.25892857142857145
16,0.30357142857142855
17,0.26785714285714285
18,0.4017857142857143
19,0.3125
20,0.33035714285714285
21,0.45089285714285715
23,0.38839285714285715
27,0.25892857142857145
29,0.35267857142857145
33,0.5491071428571429
34,0.3705357142857143
35,0.34375
36,0.375
37,0.35714285714285715
38,0.4330357142857143
39,0.5535714285714286
