Subject_ID,acc
1,0.6484375
2,0.6536458432674408
3,0.6484375
4,0.4453125
5,0.5546875
6,0.6432291716337204
7,0.6822916716337204
8,0.5338541716337204
9,0.5833333432674408
10,0.5859375
11,0.4947916716337204
12,0.6276041716337204
13,0.6848958432674408
14,0.4505208432674408
15,0.6302083432674408
16,0.6614583432674408
17,0.5078125
18,0.6067708432674408
19,0.5338541716337204
20,0.6901041716337204
21,0.6328125
22,0.5026041716337204
23,0.6796875
24,0.5
25,0.5130208358168602
26,0.5442708432674408
27,0.7213541716337204
28,0.5703125
29,0.5625
30,0.6432291716337204
31,0.5520833432674408
32,0.6510416716337204
