Subject_ID,acc
1,0.20982142857142858
2,0.29910714285714285
3,0.2544642857142857
6,0.1875
7,0.24107142857142858
9,0.35267857142857145
12,0.3794642857142857
13,0.29464285714285715
14,0.3482142857142857
15,0.10267857142857142
16,0.3080357142857143
17,0.2857142857142857
18,0.4017857142857143
19,0.29910714285714285
20,0.28125
21,0.3794642857142857
23,0.33482142857142855
27,0.17410714285714285
29,0.30357142857142855
33,0.5535714285714286
34,0.29910714285714285
35,0.23660714285714285
36,0.42857142857142855
37,0.19642857142857142
38,0.32589285714285715
39,0.5089285714285714
