Subject_ID,acc
1,0.5758928571428571
2,0.45982142857142855
3,0.5178571428571429
6,0.6741071428571429
7,0.3080357142857143
9,0.2857142857142857
12,0.4330357142857143
13,0.5357142857142857
14,0.5267857142857143
15,0.5803571428571429
16,0.5089285714285714
17,0.41517857142857145
18,0.5535714285714286
19,0.4330357142857143
20,0.5223214285714286
21,0.49107142857142855
23,0.42410714285714285
27,0.5401785714285714
29,0.46875
33,0.6383928571428571
34,0.4955357142857143
35,0.38839285714285715
36,0.5401785714285714
37,0.42410714285714285
38,0.49107142857142855
39,0.45535714285714285
