Subject_ID,acc
2,1.0
3,0.861607164144516
4,0.5048076957464218
5,0.4486607313156128
6,0.5
7,0.4776785969734192
8,0.6215277910232544
9,0.4642857313156128
10,0.26278409361839294
11,0.75
12,0.1649305559694767
13,0.38733552396297455
14,0.546875
15,0.515625
16,0.6186342537403107
17,0.5562500059604645
18,0.3385416716337204
19,0.4097222238779068
20,0.19176136702299118
21,0.109375
22,0.5031249821186066
23,0.41875000298023224
24,0.78125
25,0.5625
26,0.596875011920929
27,0.6333333849906921
28,0.532608687877655
29,0.45000000298023224
30,0.8226902186870575
31,0.7862499952316284
32,0.1875
33,0.6468749940395355
34,0.8062499761581421
35,0.3861607313156128
36,1.0
37,0.9230769872665405
38,0.4399999976158142
39,0.532608687877655
40,0.6302083432674408
41,0.29567307978868484
