Subject_ID,acc
1,0.9348958432674408
2,0.6484375
3,0.9348958432674408
4,0.6979166716337204
5,0.8697916716337204
6,0.9036458432674408
7,0.890625
8,0.9036458432674408
9,0.7083333432674408
10,0.890625
11,0.8072916716337204
12,0.84375
13,0.9114583432674408
14,0.8723958432674408
15,0.96875
16,0.9088541716337204
17,0.8255208432674408
18,0.921875
19,0.8802083432674408
20,0.9244791716337204
21,0.9192708432674408
22,0.7083333432674408
23,0.8723958432674408
24,0.7760416716337204
25,0.7916666716337204
26,0.8984375
27,0.9375
28,0.8125
29,0.9010416716337204
30,0.8515625
31,0.859375
32,0.9166666716337204
