Subject_ID,acc
2,0.5923295617103577
3,0.546875
4,0.5432692468166351
5,0.4486607313156128
6,0.4545454680919647
7,0.609375
8,0.6215277910232544
9,0.4330357313156128
10,0.26278409361839294
11,0.75
12,0.1649305559694767
13,0.38733552396297455
14,0.140625
15,0.265625
16,0.6186342537403107
17,0.39374999701976776
18,0.3854166716337204
19,0.4097222238779068
20,0.19176136702299118
21,0.125
22,0.41624999046325684
23,0.0
24,0.5625
25,0.4937500059604645
26,0.7593750059604645
27,0.6333333849906921
28,0.34578804671764374
29,0.24062500149011612
30,0.03736413083970547
31,0.019999999552965164
32,0.10416666666666667
33,0.0
34,0.3518749922513962
35,0.4263392984867096
36,0.606617659330368
37,0.6153846383094788
38,0.3999999761581421
39,0.5699728429317474
40,0.3861607164144516
41,0.48798078298568726
