Subject_ID,acc
2,0.4076704680919647
3,0.3772321492433548
4,0.2163461595773697
5,0.2165178656578064
6,0.4545454680919647
7,0.609375
8,0.3385416716337204
9,0.4642857313156128
10,0.2926136404275894
11,0.75
12,0.1649305559694767
13,0.4712171107530594
14,0.453125
15,0.65625
16,0.18344907462596893
17,0.3187500014901161
18,0.3072916716337204
19,0.1579861119389534
20,0.36789773404598236
21,0.0
22,0.3943749964237213
23,0.24062500149011612
24,0.78125
25,0.3500000014901161
26,0.49687500298023224
27,0.46666669845581055
28,0.532608687877655
29,0.24062500149011612
30,0.573369562625885
31,0.2718749940395355
32,0.15625
33,0.4375
34,0.8062499761581421
35,0.3861607313156128
36,0.528492659330368
37,0.5384615659713745
38,0.1599999964237213
39,0.4021739214658737
40,0.5513392984867096
41,0.29567307978868484
