Subject_ID,acc
1,0.4348958358168602
2,0.4895833432674408
3,0.4791666716337204
4,0.5677083432674408
5,0.4244791716337204
6,0.5260416716337204
7,0.5182291716337204
8,0.3541666716337204
9,0.421875
10,0.5208333432674408
11,0.3567708358168602
12,0.6119791716337204
13,0.6510416716337204
14,0.484375
15,0.3828125
16,0.40625
17,0.4140625
18,0.4192708358168602
19,0.4765625
20,0.5442708358168602
21,0.5286458358168602
22,0.3411458358168602
23,0.4921875
24,0.4557291716337204
25,0.4427083358168602
26,0.5494791716337204
27,0.6197916716337204
28,0.4583333358168602
29,0.4791666716337204
30,0.4036458358168602
31,0.4166666716337204
32,0.4661458358168602
