Subject_ID,acc
2,0.5923295454545454
3,0.3816964285714286
4,0.5048076923076923
5,0.7142857142857143
6,0.9090909090909091
7,0.609375
8,0.7083333333333333
9,0.4330357142857143
10,0.5994318181818181
11,0.25
12,0.5462962962962963
13,0.5707236842105263
14,0.453125
15,0.1875
16,0.7054398148148149
17,0.31875
18,0.43229166666666663
19,0.6024305555555556
20,0.27840909090909094
21,0.3169642857142857
22,0.434375
23,0.4875
24,0.4375
25,0.484375
26,0.503125
27,0.6333333333333333
28,0.7384510869565217
29,0.675
30,0.7758152173913043
31,0.72375
32,0.53125
33,0.4375
34,0.80625
35,0.1875
36,0.7279411764705883
37,0.46153846153846156
38,0.52
39,0.6888586956521738
40,0.6770833333333333
41,0.7908653846153846
