Subject_ID,acc
1,0.4955357142857143
2,0.29464285714285715
3,0.29017857142857145
6,0.42410714285714285
7,0.28125
9,0.21875
12,0.35714285714285715
13,0.3125
14,0.30357142857142855
15,0.33482142857142855
16,0.4419642857142857
17,0.26785714285714285
18,0.20089285714285715
19,0.25892857142857145
20,0.21875
21,0.29910714285714285
23,0.41964285714285715
27,0.33035714285714285
29,0.25892857142857145
33,0.5803571428571429
34,0.2857142857142857
35,0.17857142857142858
36,0.26785714285714285
37,0.3125
38,0.21875
39,0.27232142857142855
