Subject_ID,acc
1,0.3080357142857143
2,0.3169642857142857
3,0.24553571428571427
6,0.3080357142857143
7,0.29910714285714285
9,0.23660714285714285
12,0.22767857142857142
13,0.32589285714285715
14,0.19642857142857142
15,0.19642857142857142
16,0.2857142857142857
17,0.32142857142857145
18,0.38392857142857145
19,0.39285714285714285
20,0.36160714285714285
21,0.26785714285714285
23,0.26785714285714285
27,0.35714285714285715
29,0.3392857142857143
33,0.29910714285714285
34,0.29910714285714285
35,0.25
36,0.32589285714285715
37,0.3482142857142857
38,0.39732142857142855
39,0.4419642857142857
