Subject_ID,acc
,1.0
,1.0
,0.8918269230769231
,0.9375
,1.0
,0.6763392857142857
,0.8663194444444444
,0.7008928571428572
,0.8309659090909092
,0.95
,0.7141203703703703
,1.0
,1.0
,0.984375
,0.7054398148148149
,1.0
,0.8980654761904762
,1.0
,1.0
,0.9486607142857143
,0.7775000000000001
,1.0
,0.9375
,0.95
,1.0
,0.9333333333333333
,0.8879076086956521
,1.0
,1.0
,1.0
,0.9895833333333334
,0.90625
,1.0
,1.0
,1.0
,1.0
,0.96
,1.0
,1.0
,1.0
