Subject_ID,acc
1,0.24553571428571427
2,0.2767857142857143
3,0.3169642857142857
6,0.19642857142857142
7,0.3169642857142857
9,0.33035714285714285
12,0.24553571428571427
13,0.36607142857142855
14,0.33482142857142855
15,0.21428571428571427
16,0.32142857142857145
17,0.2857142857142857
18,0.38392857142857145
19,0.2857142857142857
20,0.2544642857142857
21,0.24107142857142858
23,0.32142857142857145
27,0.23660714285714285
29,0.44642857142857145
33,0.3169642857142857
34,0.45089285714285715
35,0.34375
36,0.2767857142857143
37,0.40625
38,0.45089285714285715
39,0.6517857142857143
