Subject_ID,acc
1,0.9151785714285714
2,0.8571428571428571
3,0.8035714285714286
6,0.8973214285714286
7,0.8660714285714286
9,0.8660714285714286
12,0.8303571428571429
13,0.8928571428571429
14,0.90625
15,0.9107142857142857
16,0.75
17,0.8928571428571429
18,0.9107142857142857
19,0.9107142857142857
20,0.8482142857142857
21,0.8080357142857143
23,0.6785714285714286
27,0.90625
29,0.8526785714285714
33,0.6964285714285714
34,0.9017857142857143
35,0.8660714285714286
36,0.8482142857142857
37,0.9419642857142857
38,0.8928571428571429
39,0.8928571428571429
