Subject_ID,acc
2,0.6619318127632141
3,0.7299107313156128
4,0.5048076957464218
5,0.689732164144516
6,0.8181818723678589
7,0.845982164144516
8,0.6215277910232544
9,0.4642857313156128
10,0.5397727340459824
11,0.75
12,0.1649305559694767
13,0.6916118562221527
14,0.546875
15,0.421875
16,0.6186342537403107
17,0.5562500059604645
18,0.5193452388048172
19,0.4097222238779068
20,0.21590909361839294
21,0.0625
22,0.3943749964237213
23,0.24062500149011612
24,0.4375
25,0.3343750014901161
26,0.49687500298023224
27,0.6333333849906921
28,0.532608687877655
29,0.43437500298023224
30,0.573369562625885
31,0.3918749988079071
32,0.3854166666666667
33,0.09375
34,0.8418749868869781
35,0.4174107313156128
36,0.8630514740943909
37,0.9230769872665405
38,0.19999998807907104
39,0.6385869681835175
40,0.5513392984867096
41,0.5745192468166351
