Subject_ID,acc
1,0.5803571428571429
2,0.7098214285714286
3,0.6517857142857143
6,0.7410714285714286
7,0.6205357142857143
9,0.7008928571428571
12,0.7098214285714286
13,0.6071428571428571
14,0.7723214285714286
15,0.7901785714285714
16,0.46875
17,0.5580357142857143
18,0.6696428571428571
19,0.5714285714285714
20,0.6339285714285714
21,0.6116071428571429
23,0.5803571428571429
27,0.7053571428571429
29,0.7232142857142857
33,0.6339285714285714
34,0.71875
35,0.6071428571428571
36,0.6830357142857143
37,0.6205357142857143
38,0.5758928571428571
39,0.6517857142857143
