Subject_ID,acc
2,0.9460227272727273
3,0.8660714285714286
4,0.5048076923076923
5,0.828125
6,0.9090909090909091
7,0.609375
8,0.5434027777777778
9,0.10267857142857142
10,0.6306818181818181
11,0.25
12,0.6331018518518519
13,0.8478618421052632
14,0.515625
15,0.59375
16,0.7054398148148149
17,0.34375
18,0.5267857142857143
19,0.5868055555555556
20,0.4303977272727273
21,0.2544642857142857
22,0.62375
23,0.7125
24,0.515625
25,0.7125
26,0.503125
27,0.6333333333333333
28,0.6012228260869565
29,0.659375
30,0.8254076086956521
31,1.0
32,0.7291666666666666
33,0.4375
34,0.80625
35,0.5758928571428572
36,0.9080882352941176
37,0.9230769230769231
38,0.76
39,0.5360054347826086
40,0.6220238095238095
41,1.0
