Subject_ID,acc
1,0.8137714713811874
2,1.0940436124801636
3,0.8104769736528397
4,1.045779898762703
5,0.8775224536657333
6,0.8369032740592957
7,0.8482933789491653
8,0.8459441065788269
9,1.0322628617286682
10,0.8503561615943909
11,0.9365219324827194
12,0.8950830101966858
13,0.8367743194103241
14,0.8710907697677612
15,0.7760331630706787
16,0.8402716666460037
17,0.916904404759407
18,0.8314399272203445
19,0.8576511740684509
20,0.8178525269031525
21,0.826228141784668
22,1.0347341001033783
23,0.8676479756832123
24,0.9604835361242294
25,0.9514981359243393
26,0.8534334599971771
27,0.8098947554826736
28,0.9346002638339996
29,0.8598489165306091
30,0.8861662447452545
31,0.8767178505659103
32,0.8306868225336075
